input_text,output_text,label_space,label_verbalizer,verbalized_label,binary_preds
"Determine which option can be inferred from the given Sentence.  Sentence: '' [Alan] is a [social worker] by training and a dedicated international development professional with 25 years of experience delivering humanitarian assistance to people in some 50 countries around the world , '' he said in a statement . Options: A. [Alan] is a [social worker] B. [Alan] has no known relations to [social worker]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: For example , the [National Restaurant Association] 's [chief] , Dawn Sweeney , said she will poll her board this weekend on whether to oppose the bill if key changes are not made . Options: A. [National Restaurant Association] has the high level member [chief] B. [National Restaurant Association] was founded by [chief] C. [National Restaurant Association] has shares hold in [chief] D. [National Restaurant Association] has no known relations to [chief]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: Giuca was convicted of the 2003 murder of [Mark Fisher] , a [19-year] - old college student from Andover , New Jersey , who had gone to an after-hours party Giuca hosted in Brooklyn while his parents were out of town . Options: A. [Mark Fisher] has the age [19-year] B. [Mark Fisher] has no known relations to [19-year]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: AIG closed its previously announced sale of [American Life Insurance Co] , or [ALICO] , on Monday . Options: A. [ALICO] is also known as [American Life Insurance Co] B. [ALICO] has the member [American Life Insurance Co] C. [ALICO] is the member of [American Life Insurance Co] D. [ALICO] owns [American Life Insurance Co] E. [ALICO] has the parent company [American Life Insurance Co] F. [ALICO] has shares hold in [American Life Insurance Co] G. [ALICO] has no known relations to [American Life Insurance Co]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
Determine which option can be inferred from the given Sentence.  Sentence: [Heloise] starts her one-hour presentation at Texas State -- to high school and college students participating in the [Texas Mathworks] summer camp -- with a fitted-sheet folding contest and a discussion about getting along with roommates . Options: A. [Heloise] studied in [Texas Mathworks] B. [Heloise] is the employee of [Texas Mathworks] C. [Heloise] has no known relations to [Texas Mathworks]  Which option can be inferred from the given Sentence? Option:,B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: The [Taiwan Symphony Orchestra] , the Taipei Philharmonic Orchestra and [eight] other musical groups have been invited to perform the national anthem , to be sung by Taiwanese soprano Hong Yu-jing , who finished fourth in the first Singapore International Vocal Competition this year . Options: A. [Taiwan Symphony Orchestra] has the number of employees [eight] B. [Taiwan Symphony Orchestra] has no known relations to [eight]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B']","{'A': 'org:number_of_employees/members', 'B': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: It 's now going to be much more difficult for those in Pakistan who have been in a state of denial about it , '' [analyst] [Ahmed Rashid] told Dawn Television here . Options: A. [Ahmed Rashid] is a [analyst] B. [Ahmed Rashid] has no known relations to [analyst]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: '' In the process of my work , I have found that we really are in danger of ( archives , podcast ; recent shows ) [Mimi Kennedy] , Actress and Chair of [Progressive Democrats of America] Note : If you use dial up internet , it is best to turn off all other programs in order to receive clearest broadcast . Options: A. [Progressive Democrats of America] has the high level member [Mimi Kennedy] B. [Progressive Democrats of America] was founded by [Mimi Kennedy] C. [Progressive Democrats of America] has shares hold in [Mimi Kennedy] D. [Progressive Democrats of America] has no known relations to [Mimi Kennedy]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: China 's nuclear power capacity is expected to reach about 5 percent of the country 's total power capacity by 2020 , according to [National Energy Administration] ( [NEA] ) here Monday at a press conference . Options: A. [National Energy Administration] is also known as [NEA] B. [National Energy Administration] has the member [NEA] C. [National Energy Administration] is the member of [NEA] D. [National Energy Administration] owns [NEA] E. [National Energy Administration] has the parent company [NEA] F. [National Energy Administration] has shares hold in [NEA] G. [National Energy Administration] has no known relations to [NEA]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: [Pauliina Miettinen] , a defender and goalkeeper for Finaland , was named Tuesday as the new coach of Women 's Professional Soccer inaugural champion [Sky Blue] . Options: A. [Pauliina Miettinen] studied in [Sky Blue] B. [Pauliina Miettinen] is the employee of [Sky Blue] C. [Pauliina Miettinen] has no known relations to [Sky Blue]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: Between [2001] and 2007 , Killinger received compensation of $ 88 million , according to the [Corporate Library] , a research firm . Options: A. [Corporate Library] was founded in [2001] B. [Corporate Library] dissolved in [2001] C. [Corporate Library] has no known relations to [2001]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:founded', 'B': 'org:dissolved', 'C': 'no_relation'}",no_relation,
Determine which option can be inferred from the given Sentence.  Sentence: The first-year [coach] [Pauliina Miettinen] of Finland was not overly pleased . Options: A. [Pauliina Miettinen] is a [coach] B. [Pauliina Miettinen] has no known relations to [coach]  Which option can be inferred from the given Sentence? Option:,A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: '' That he was able to stay in this profession and do what he loved to do for so many years was definitely an inspiration to so many of us , '' [David Achey] , president of the western division of the [Professional Ski Instructors of America] , told the Times in 2004 . Options: A. [Professional Ski Instructors of America] has the high level member [David Achey] B. [Professional Ski Instructors of America] was founded by [David Achey] C. [Professional Ski Instructors of America] has shares hold in [David Achey] D. [Professional Ski Instructors of America] has no known relations to [David Achey]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
Determine which option can be inferred from the given Sentence.  Sentence: President and CEO of [PATA] ( [Pacific Asia Travel Association] ) Peter de Jong said at PATA Travel Mart 2007 ( PTM07 ) being held here the mart is again setting records in 2007 . Options: A. [Pacific Asia Travel Association] is also known as [PATA] B. [Pacific Asia Travel Association] has the member [PATA] C. [Pacific Asia Travel Association] is the member of [PATA] D. [Pacific Asia Travel Association] owns [PATA] E. [Pacific Asia Travel Association] has the parent company [PATA] F. [Pacific Asia Travel Association] has shares hold in [PATA] G. [Pacific Asia Travel Association] has no known relations to [PATA]  Which option can be inferred from the given Sentence? Option:,A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: [Wayne A. Holst] , formerly from Ontario but a proud Albertan for almost three decades , teaches at the University of Calgary and at [St. David 's United Church] . Options: A. [Wayne A. Holst] studied in [St. David 's United Church] B. [Wayne A. Holst] is the employee of [St. David 's United Church] C. [Wayne A. Holst] has no known relations to [St. David 's United Church]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: The deal between President Yoweri Museveni 's government and the Allied Democratic Forces ( [ADF] ) was announced in a statement from [Jeremy Haslam] , chief of mission in Uganda for the International Organization of Migration ( IOM ) . Options: A. [ADF] has the high level member [Jeremy Haslam] B. [ADF] was founded by [Jeremy Haslam] C. [ADF] has shares hold in [Jeremy Haslam] D. [ADF] has no known relations to [Jeremy Haslam]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: '' We 're aware of the potential benefits of cooperation with other exchanges , but there is nothing in the works at this time , '' [Mark Fisher] , a [spokesman] for the exchange , said . Options: A. [Mark Fisher] is a [spokesman] B. [Mark Fisher] has no known relations to [spokesman]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
