Index,Output,Golden,input_text,output_text,label_space,label_verbalizer,verbalized_label
1497,E,E,"Determine which option can be inferred from the given Sentence.  Sentence: The designs will be decided by the Secretary of Treasury in consultation with members of Congress , the [National Congress of American Indians] , the U.S. Commission of Fine Arts and the [Citizens Coinage Advisory Committee] . Options: A. [National Congress of American Indians] is also known as [Citizens Coinage Advisory Committee] B. [National Congress of American Indians] has the member [Citizens Coinage Advisory Committee] C. [National Congress of American Indians] is the member of [Citizens Coinage Advisory Committee] D. [National Congress of American Indians] has shares hold in [Citizens Coinage Advisory Committee] E. [National Congress of American Indians] has no known relations to [Citizens Coinage Advisory Committee]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:shareholders', 'E': 'no_relation'}",no_relation
1498,H,H,"Determine which option can be inferred from the given Sentence.  Sentence: Still on the run is another reputed mobster , [Matteo Messina Denaro] , 45 , from the Trapani area , that some experts believe was a rival to [Lo Piccolo] . Options: A. [Matteo Messina Denaro] is the identity/pronoun of [Lo Piccolo] B. [Matteo Messina Denaro] and [Lo Piccolo] are the same person C. [Matteo Messina Denaro] is the parent of [Lo Piccolo] D. [Matteo Messina Denaro] is the spouse of [Lo Piccolo] E. [Matteo Messina Denaro] is the siblings of [Lo Piccolo] F. [Matteo Messina Denaro] is the other family member of [Lo Piccolo] G. [Matteo Messina Denaro] has the parent [Lo Piccolo] H. [Matteo Messina Denaro] has no known relations to [Lo Piccolo]  Which option can be inferred from the given Sentence? Option:",H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:identity', 'B': 'per:identity', 'C': 'per:children', 'D': 'per:spouse', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'per:parents', 'H': 'no_relation'}",no_relation
1499,B,D,"Determine which option can be inferred from the given Sentence.  Sentence: In the same hearing , three former Chongqing police officers -- Huang Daiqiang , Zhao Liming and [Chen Tao] -- received jail terms ranging from [17] and a half years to 20 years after being convicted on corruption charges . Options: A. [Chen Tao] has the age [17] B. [Chen Tao] has birthday on [17] C. [Chen Tao] died in the date [17] D. [Chen Tao] has no known relations to [17]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'per:age', 'B': 'per:date_of_birth', 'C': 'per:date_of_death', 'D': 'no_relation'}",no_relation
1500,B,H,Determine which option can be inferred from the given Sentence.  Sentence: Services for 61-year-old [Carol Daniels] will be Monday at 1 p.m. local time in [Oklahoma City] . Options: A. [Carol Daniels] is the employee of [Oklahoma City] B. [Carol Daniels] died in the city [Oklahoma City] C. [Carol Daniels] lives in the city [Oklahoma City] D. [Carol Daniels] was born in the city [Oklahoma City] E. [Carol Daniels] has the nationality [Oklahoma City] F. [Carol Daniels] lives in the state or province [Oklahoma City] G. [Carol Daniels] lives in the country [Oklahoma City] H. [Carol Daniels] has no known relations to [Oklahoma City]  Which option can be inferred from the given Sentence? Option:,H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:employee_of', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'per:city_of_birth', 'E': 'per:origin', 'F': 'per:stateorprovinces_of_residence', 'G': 'per:countries_of_residence', 'H': 'no_relation'}",no_relation
1501,E,E,"Determine which option can be inferred from the given Sentence.  Sentence: The World Food Program ( WFP ) , UNICEF , Africa Development Fund ( [ADF] ) , UNDP , UNFPA were among multilateral institutions , which provided aid and loan to [Ethiopia] during the reported period . Options: A. [ADF] has a branch in the country [Ethiopia] B. [ADF] has the member [Ethiopia] C. [ADF] has a branch in the state or province [Ethiopia] D. [ADF] has a branch in the city [Ethiopia] E. [ADF] has no known relations to [Ethiopia]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:country_of_branch', 'B': 'org:members', 'C': 'org:stateorprovince_of_branch', 'D': 'org:city_of_branch', 'E': 'no_relation'}",no_relation
1502,E,E,"Determine which option can be inferred from the given Sentence.  Sentence: Tribeca 798 Film Festival Beijing is a partnership between [Tribeca Enterprises] , William Morris Agency and China Interactive Media Group , all of whom were interested to bring a film event to [Beijing] that embraces local audiences and the Chinese filmmaking community . Options: A. [Tribeca Enterprises] has a branch in the city [Beijing] B. [Tribeca Enterprises] has the member [Beijing] C. [Tribeca Enterprises] has a branch in the state or province [Beijing] D. [Tribeca Enterprises] has a branch in the country [Beijing] E. [Tribeca Enterprises] has no known relations to [Beijing]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:city_of_branch', 'B': 'org:members', 'C': 'org:stateorprovince_of_branch', 'D': 'org:country_of_branch', 'E': 'no_relation'}",no_relation
1503,B,H,"Determine which option can be inferred from the given Sentence.  Sentence: But Nash reached out with the stumps of [her] arms and tried to grab the officer 's leg , a memory that was perhaps the worst for [him] that day . Options: A. [her] is the identity/pronoun of [him] B. [her] and [him] are the same person C. [her] is the parent of [him] D. [her] is the spouse of [him] E. [her] is the siblings of [him] F. [her] is the other family member of [him] G. [her] has the parent [him] H. [her] has no known relations to [him]  Which option can be inferred from the given Sentence? Option:",H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:identity', 'B': 'per:identity', 'C': 'per:children', 'D': 'per:spouse', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'per:parents', 'H': 'no_relation'}",no_relation
1504,H,H,"Determine which option can be inferred from the given Sentence.  Sentence: [He] implied that [Ouattara] supporters , whose strongholds are largely in the north , could be targeted by Gbagbo backers , saying : '' If houses are being marked according to your tribe , what is going to be next ? '' Options: A. [He] is the identity/pronoun of [Ouattara] B. [He] and [Ouattara] are the same person C. [He] is the parent of [Ouattara] D. [He] is the spouse of [Ouattara] E. [He] is the siblings of [Ouattara] F. [He] is the other family member of [Ouattara] G. [He] has the parent [Ouattara] H. [He] has no known relations to [Ouattara]  Which option can be inferred from the given Sentence? Option:",H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:identity', 'B': 'per:identity', 'C': 'per:children', 'D': 'per:spouse', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'per:parents', 'H': 'no_relation'}",no_relation
1505,H,H,Determine which option can be inferred from the given Sentence.  Sentence: [Murphy] said Looking Cloud had previously described [Graham] and Aquash as friends and said the sex allegation was '' something you started talking about in 2008 . '' Options: A. [Graham] is the identity/pronoun of [Murphy] B. [Graham] and [Murphy] are the same person C. [Graham] is the parent of [Murphy] D. [Graham] is the spouse of [Murphy] E. [Graham] is the siblings of [Murphy] F. [Graham] is the other family member of [Murphy] G. [Graham] has the parent [Murphy] H. [Graham] has no known relations to [Murphy]  Which option can be inferred from the given Sentence? Option:,H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:identity', 'B': 'per:identity', 'C': 'per:children', 'D': 'per:spouse', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'per:parents', 'H': 'no_relation'}",no_relation
1506,B,H,Determine which option can be inferred from the given Sentence.  Sentence: So whoopee **** if [Dylan] gave [him] the finger ... stop the presses ! Options: A. [him] is the identity/pronoun of [Dylan] B. [him] and [Dylan] are the same person C. [him] is the parent of [Dylan] D. [him] is the spouse of [Dylan] E. [him] is the siblings of [Dylan] F. [him] is the other family member of [Dylan] G. [him] has the parent [Dylan] H. [him] has no known relations to [Dylan]  Which option can be inferred from the given Sentence? Option:,H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:identity', 'B': 'per:identity', 'C': 'per:children', 'D': 'per:spouse', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'per:parents', 'H': 'no_relation'}",no_relation
1507,C,C,Determine which option can be inferred from the given Sentence.  Sentence: The fund 's spokesman Konstantin Kruglyansky told the [LifeNews] daily that his family has demanded an investigation into [his] death . Options: A. [his] is the employee of [LifeNews] B. [his] studied in [LifeNews] C. [his] has no known relations to [LifeNews]  Which option can be inferred from the given Sentence? Option:,C,"['A', 'B', 'C']","{'A': 'per:employee_of', 'B': 'per:schools_attended', 'C': 'no_relation'}",no_relation
1508,E,E,Determine which option can be inferred from the given Sentence.  Sentence: The [China Charity Federation] said on Saturday it had received 566 million yuan ( about 83 million [U.S.] dollars ) in donation via banks as of 3 p.m. Friday to the quake-hit northwest China 's Qinghai Province . Options: A. [China Charity Federation] has a branch in the country [U.S.] B. [China Charity Federation] has the member [U.S.] C. [China Charity Federation] has a branch in the state or province [U.S.] D. [China Charity Federation] has a branch in the city [U.S.] E. [China Charity Federation] has no known relations to [U.S.]  Which option can be inferred from the given Sentence? Option:,E,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:country_of_branch', 'B': 'org:members', 'C': 'org:stateorprovince_of_branch', 'D': 'org:city_of_branch', 'E': 'no_relation'}",no_relation
1509,E,E,"Determine which option can be inferred from the given Sentence.  Sentence: And Gbagbo 's notorious '' Street General '' , Minister for Youth [Charles Ble Goude] , has urged Ivorian youths to rise up in the [New Year] to storm Ouattara 's UN - defended headquarters in what he described as a '' bare-handed '' assault . Options: A. [Charles Ble Goude] died in the date [New Year] B. [Charles Ble Goude] has birthday on [New Year] C. [Charles Ble Goude] has the age [New Year] D. [Charles Ble Goude] died because of [New Year] E. [Charles Ble Goude] has no known relations to [New Year]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:date_of_death', 'B': 'per:date_of_birth', 'C': 'per:age', 'D': 'per:cause_of_death', 'E': 'no_relation'}",no_relation
1510,F,F,"Determine which option can be inferred from the given Sentence.  Sentence: The warnings by the U.N. and U.K. follow the declaration by [Charles Ble Goude] that Ouattara 's people must leave the Golf Hotel , where the recognized [leader] has been organizing a shadow government under U.N. protection . Options: A. [Charles Ble Goude] is a [leader] B. [Charles Ble Goude] has the religion [leader] C. [Charles Ble Goude] has the age [leader] D. [Charles Ble Goude] died because of [leader] E. [Charles Ble Goude] is convicted of [leader] F. [Charles Ble Goude] has no known relations to [leader]  Which option can be inferred from the given Sentence? Option:",F,"['A', 'B', 'C', 'D', 'E', 'F']","{'A': 'per:title', 'B': 'per:religion', 'C': 'per:age', 'D': 'per:cause_of_death', 'E': 'per:charges', 'F': 'no_relation'}",no_relation
1511,A,D,"Determine which option can be inferred from the given Sentence.  Sentence: He shook my hand and kissed me on both cheeks , said [Adela Dworin] , the community president who has spent [the past 37 years] promoting Jewish life in Havana . Options: A. [Adela Dworin] has the age [the past 37 years] B. [Adela Dworin] has birthday on [the past 37 years] C. [Adela Dworin] died in the date [the past 37 years] D. [Adela Dworin] has no known relations to [the past 37 years]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'per:age', 'B': 'per:date_of_birth', 'C': 'per:date_of_death', 'D': 'no_relation'}",no_relation
